filingtype,page,link,cmte,office,period,year,draft
campaign,24,/pdf_files/EFS_generated/PCC_11_160_5042_A_1_1.pdf,Mendelson For Council 2010,"Mendelson, Phil",January 31st Report,2011,Amendment 1
campaign,24,/pdf_files/EFS_generated/PCC_11_182_5042_O_0_1.pdf,Mendelson For Council 2010,"Mendelson, Phil",Termination Report,2011,Original
campaign,24,/pdf_files/EFS_generated/PCC_11_182_5042_A_1_1.pdf,Mendelson For Council 2010,"Mendelson, Phil",Termination Report,2011,Amendment 1
campaign,24,/pdf_files/EFS_generated/PCC_11_160_5042_O_0_1.pdf,Mendelson For Council 2010,"Mendelson, Phil",January 31st Report,2011,Original
campaign,24,/pdf_files/EFS_generated/PCC_11_160_5042_A_2_1.pdf,Mendelson For Council 2010,"Mendelson, Phil",January 31st Report,2011,Amendment 2
campaign,25,/pdf_files/EFS_generated/PCC_11_182_5406_O_0_1.pdf,Marc Morgan for DC,"Morgan, Marc",Termination Report,2011,Original
campaign,25,/pdf_files/EFS_generated/PCC_11_166_6176_O_0_1.pdf,Andrew Moss for Ward 4,"Moss, Andrew",June 10th Report,2011,Original
campaign,25,/pdf_files/EFS_generated/PCC_11_182_6176_O_0_1.pdf,Andrew Moss for Ward 4,"Moss, Andrew",Termination Report,2011,Original
campaign,25,/pdf_files/EFS_generated/PCC_11_164_6176_O_0_1.pdf,Andrew Moss for Ward 4,"Moss, Andrew",March 10th Report,2011,Original
campaign,25,/pdf_files/EFS_generated/PCC_11_281_6176_O_0_1.pdf,Andrew Moss for Ward 4,"Moss, Andrew",8 Day Pre Special Election Report,2011,Original
campaign,25,/pdf_files/EFS_generated/PCC_11_173_6279_O_0_1.pdf,Committee to elect Ronald Moten for Ward 7 City Council,"Moten, Ronald",October 10th Report,2011,Original
campaign,25,/pdf_files/EFS_generated/PCC_11_175_6279_O_0_1.pdf,Committee to elect Ronald Moten for Ward 7 City Council,"Moten, Ronald",December 10th Report,2011,Original
campaign,25,/pdf_files/EFS_generated/PCC_11_170_6180_O_0_1.pdf,Muhammad Friends,"Muhammad, Anthony",August 10th Report,2011,Original
campaign,25,/pdf_files/EFS_generated/PCC_11_182_6180_O_0_1.pdf,Muhammad Friends,"Muhammad, Anthony",Termination Report,2011,Original
campaign,25,/pdf_files/EFS_generated/PCC_11_166_6180_O_0_1.pdf,Muhammad Friends,"Muhammad, Anthony",June 10th Report,2011,Original
campaign,26,/pdf_files/EFS_generated/PCC_11_164_6180_O_0_1.pdf,Muhammad Friends,"Muhammad, Anthony",March 10th Report,2011,Original
campaign,26,/pdf_files/EFS_generated/PCC_11_281_6180_O_0_1.pdf,Muhammad Friends,"Muhammad, Anthony",8 Day Pre Special Election Report,2011,Original
campaign,26,/pdf_files/EFS_generated/PCC_11_173_6086_O_0_1.pdf,Orange At-Large,"Orange, Vincent",October 10th Report,2011,Original
campaign,26,/pdf_files/EFS_generated/PCC_11_170_6086_O_0_1.pdf,Orange At-Large,"Orange, Vincent",August 10th Report,2011,Original
campaign,26,/pdf_files/EFS_generated/PCC_11_166_6086_O_0_1.pdf,Orange At-Large,"Orange, Vincent",June 10th Report,2011,Original
campaign,26,/pdf_files/EFS_generated/PCC_11_164_6086_O_0_1.pdf,Orange At-Large,"Orange, Vincent",March 10th Report,2011,Original
campaign,26,/pdf_files/EFS_generated/PCC_11_160_6086_O_0_1.pdf,Orange At-Large,"Orange, Vincent",January 31st Report,2011,Original
campaign,26,/pdf_files/EFS_generated/PCC_11_281_6086_O_0_1.pdf,Orange At-Large,"Orange, Vincent",8 Day Pre Special Election Report,2011,Original
campaign,26,/pdf_files/EFS_generated/PCC_11_164_6086_A_1_1.pdf,Orange At-Large,"Orange, Vincent",March 10th Report,2011,Amendment 1
campaign,26,/pdf_files/EFS_generated/PCC_11_170_6086_A_1_1.pdf,Orange At-Large,"Orange, Vincent",August 10th Report,2011,Amendment 1
campaign,27,/pdf_files/EFS_generated/PCC_11_182_6086_O_0_1.pdf,Orange At-Large,"Orange, Vincent",Termination Report,2011,Original
campaign,27,/pdf_files/EFS_generated/PCC_11_182_6086_A_1_1.pdf,Orange At-Large,"Orange, Vincent",Termination Report,2011,Amendment 1
campaign,27,/pdf_files/EFS_generated/PCC_11_168_2826_O_0_1.pdf,2006 Orange for Mayor,"Orange, Vincent",July 31st Report,2011,Original
campaign,27,/pdf_files/EFS_generated/PCC_11_160_2826_A_1_1.pdf,2006 Orange for Mayor,"Orange, Vincent",January 31st Report,2011,Amendment 1
campaign,27,/pdf_files/EFS_generated/PCC_11_160_2826_O_0_1.pdf,2006 Orange for Mayor,"Orange, Vincent",January 31st Report,2011,Original
campaign,27,/pdf_files/EFS_generated/PCC_11_168_5435_O_0_1.pdf,Orange for Chair,"Orange, Vincent",July 31st Report,2011,Original
campaign,27,/pdf_files/EFS_generated/PCC_11_160_5435_A_1_1.pdf,Orange for Chair,"Orange, Vincent",January 31st Report,2011,Amendment 1
campaign,27,/pdf_files/EFS_generated/PCC_11_160_5435_O_0_1.pdf,Orange for Chair,"Orange, Vincent",January 31st Report,2011,Original
campaign,27,/pdf_files/EFS_generated/PCC_11_175_6331_O_0_1.pdf,Re-Elect Orange At Large 2012,"Orange, Vincent",December 10th Report,2011,Original
campaign,27,/pdf_files/EFS_generated/PCC_11_175_6331_A_1_1.pdf,Re-Elect Orange At Large 2012,"Orange, Vincent",December 10th Report,2011,Amendment 1
campaign,28,/pdf_files/EFS_generated/PCC_11_182_6105_O_0_1.pdf,Committee to Elect Alan Page,"Page, Alan",Termination Report,2011,Original
campaign,28,/pdf_files/EFS_generated/PCC_11_170_6105_O_0_1.pdf,Committee to Elect Alan Page,"Page, Alan",August 10th Report,2011,Original
campaign,28,/pdf_files/EFS_generated/PCC_11_166_6105_O_0_1.pdf,Committee to Elect Alan Page,"Page, Alan",June 10th Report,2011,Original
campaign,28,/pdf_files/EFS_generated/PCC_11_164_6105_O_0_1.pdf,Committee to Elect Alan Page,"Page, Alan",March 10th Report,2011,Original
campaign,28,/pdf_files/EFS_generated/PCC_11_160_6105_O_0_1.pdf,Committee to Elect Alan Page,"Page, Alan",January 31st Report,2011,Original
campaign,28,/pdf_files/EFS_generated/PCC_11_281_6105_O_0_1.pdf,Committee to Elect Alan Page,"Page, Alan",8 Day Pre Special Election Report,2011,Original
campaign,28,/pdf_files/EFS_generated/PCC_11_182_6105_A_1_1.pdf,Committee to Elect Alan Page,"Page, Alan",Termination Report,2011,Amendment 1
campaign,28,/pdf_files/EFS_generated/PCC_11_160_5407_A_1_1.pdf,Friends of Mike Panetta,"Panetta, Mike",January 31st Report,2011,Amendment 1
campaign,28,/pdf_files/EFS_generated/PCC_11_182_5407_O_0_1.pdf,Friends of Mike Panetta,"Panetta, Mike",Termination Report,2011,Original
campaign,28,/pdf_files/EFS_generated/PCC_11_160_5407_O_0_1.pdf,Friends of Mike Panetta,"Panetta, Mike",January 31st Report,2011,Original
campaign,29,/pdf_files/EFS_generated/PCC_11_182_6151_A_5_1.pdf,Pannell For Ward 8,"Pannell, Philip",Termination Report,2011,Amendment 5
campaign,29,/pdf_files/EFS_generated/PCC_11_182_6151_A_6_1.pdf,Pannell For Ward 8,"Pannell, Philip",Termination Report,2011,Amendment 6
campaign,29,/pdf_files/EFS_generated/PCC_11_182_6151_A_7_1.pdf,Pannell For Ward 8,"Pannell, Philip",Termination Report,2011,Amendment 7
campaign,29,/pdf_files/EFS_generated/PCC_11_182_6151_A_2_1.pdf,Pannell For Ward 8,"Pannell, Philip",Termination Report,2011,Amendment 2
campaign,29,/pdf_files/EFS_generated/PCC_11_182_6151_A_3_1.pdf,Pannell For Ward 8,"Pannell, Philip",Termination Report,2011,Amendment 3
campaign,29,/pdf_files/EFS_generated/PCC_11_182_6151_A_4_1.pdf,Pannell For Ward 8,"Pannell, Philip",Termination Report,2011,Amendment 4
campaign,29,/pdf_files/EFS_generated/PCC_11_164_6151_O_0_1.pdf,Pannell For Ward 8,"Pannell, Philip",March 10th Report,2011,Original
campaign,29,/pdf_files/EFS_generated/PCC_11_281_6151_A_2_1.pdf,Pannell For Ward 8,"Pannell, Philip",8 Day Pre Special Election Report,2011,Amendment 2
campaign,29,/pdf_files/EFS_generated/PCC_11_281_6151_A_3_1.pdf,Pannell For Ward 8,"Pannell, Philip",8 Day Pre Special Election Report,2011,Amendment 3
campaign,29,/pdf_files/EFS_generated/PCC_11_182_6151_A_1_1.pdf,Pannell For Ward 8,"Pannell, Philip",Termination Report,2011,Amendment 1
campaign,30,/pdf_files/EFS_generated/PCC_11_281_6151_A_4_1.pdf,Pannell For Ward 8,"Pannell, Philip",8 Day Pre Special Election Report,2011,Amendment 4
campaign,30,/pdf_files/EFS_generated/PCC_11_182_6151_O_0_1.pdf,Pannell For Ward 8,"Pannell, Philip",Termination Report,2011,Original
campaign,30,/pdf_files/EFS_generated/PCC_11_281_6151_O_0_1.pdf,Pannell For Ward 8,"Pannell, Philip",8 Day Pre Special Election Report,2011,Original
campaign,30,/pdf_files/EFS_generated/PCC_11_281_6151_A_1_1.pdf,Pannell For Ward 8,"Pannell, Philip",8 Day Pre Special Election Report,2011,Amendment 1
campaign,30,/pdf_files/EFS_generated/PCC_11_164_6151_A_1_1.pdf,Pannell For Ward 8,"Pannell, Philip",March 10th Report,2011,Amendment 1
campaign,30,/pdf_files/EFS_generated/PCC_11_166_5996_O_0_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",June 10th Report,2011,Original
campaign,30,/pdf_files/EFS_generated/PCC_11_170_5996_O_0_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",August 10th Report,2011,Original
campaign,30,/pdf_files/EFS_generated/PCC_11_164_5996_O_0_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",March 10th Report,2011,Original
campaign,30,/pdf_files/EFS_generated/PCC_11_160_5996_O_0_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",January 31st Report,2011,Original
campaign,30,/pdf_files/EFS_generated/PCC_11_160_5996_A_1_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",January 31st Report,2011,Amendment 1
campaign,31,/pdf_files/EFS_generated/PCC_11_281_5996_O_0_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",8 Day Pre Special Election Report,2011,Original
campaign,31,/pdf_files/EFS_generated/PCC_11_166_5996_A_1_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",June 10th Report,2011,Amendment 1
campaign,31,/pdf_files/EFS_generated/PCC_11_173_5996_A_1_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",October 10th Report,2011,Amendment 1
campaign,31,/pdf_files/EFS_generated/PCC_11_173_5996_O_0_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",October 10th Report,2011,Original
campaign,31,/pdf_files/EFS_generated/PCC_11_182_5996_O_0_1.pdf,Committee to Elect Jacque Patterson,"Patterson, Jacque",Termination Report,2011,Original
campaign,31,/pdf_files/EFS_generated/PCC_11_175_6341_O_0_1.pdf,Patterson for Ward 8,"Patterson, Jacque",December 10th Report,2011,Original
campaign,31,/pdf_files/EFS_generated/PCC_11_170_6178_O_0_1.pdf,All About the Children/T. Phillips,"Phillips, Tijwanna",August 10th Report,2011,Original
campaign,31,/pdf_files/EFS_generated/PCC_11_173_6178_O_0_1.pdf,All About the Children/T. Phillips,"Phillips, Tijwanna",October 10th Report,2011,Original
campaign,31,/pdf_files/EFS_generated/PCC_11_182_6178_O_0_1.pdf,All About the Children/T. Phillips,"Phillips, Tijwanna",Termination Report,2011,Original
campaign,31,/pdf_files/EFS_generated/PCC_11_166_6178_O_0_1.pdf,All About the Children/T. Phillips,"Phillips, Tijwanna",June 10th Report,2011,Original
campaign,32,/pdf_files/EFS_generated/PCC_11_281_6178_A_2_1.pdf,All About the Children/T. Phillips,"Phillips, Tijwanna",8 Day Pre Special Election Report,2011,Amendment 2
campaign,32,/pdf_files/EFS_generated/PCC_11_164_6178_O_0_1.pdf,All About the Children/T. Phillips,"Phillips, Tijwanna",March 10th Report,2011,Original
campaign,32,/pdf_files/EFS_generated/PCC_11_281_6178_O_0_1.pdf,All About the Children/T. Phillips,"Phillips, Tijwanna",8 Day Pre Special Election Report,2011,Original
campaign,32,/pdf_files/EFS_generated/PCC_11_281_6178_A_1_1.pdf,All About the Children/T. Phillips,"Phillips, Tijwanna",8 Day Pre Special Election Report,2011,Amendment 1
campaign,32,/pdf_files/EFS_generated/PCC_11_166_6152_O_0_1.pdf,Pretlow 4 Education,"Pretlow , Larry",June 10th Report,2011,Original
campaign,32,/pdf_files/EFS_generated/PCC_11_182_6152_O_0_1.pdf,Pretlow 4 Education,"Pretlow , Larry",Termination Report,2011,Original
campaign,32,/pdf_files/EFS_generated/PCC_11_281_6152_O_0_1.pdf,Pretlow 4 Education,"Pretlow , Larry",8 Day Pre Special Election Report,2011,Original
campaign,32,/pdf_files/EFS_generated/PCC_11_164_6152_O_0_1.pdf,Pretlow 4 Education,"Pretlow , Larry",March 10th Report,2011,Original
campaign,32,/pdf_files/EFS_generated/PCC_11_164_6206_O_0_1.pdf,Committee to Elect Bill Quirk,"Quirk, Bill",March 10th Report,2011,Original
campaign,32,/pdf_files/EFS_generated/PCC_11_281_6206_O_0_1.pdf,Committee to Elect Bill Quirk,"Quirk, Bill",8 Day Pre Special Election Report,2011,Original
campaign,33,/pdf_files/EFS_generated/PCC_11_166_6206_O_0_1.pdf,Committee to Elect Bill Quirk,"Quirk, Bill",June 10th Report,2011,Original
campaign,33,/pdf_files/EFS_generated/PCC_11_173_6206_O_0_1.pdf,Committee to Elect Bill Quirk,"Quirk, Bill",October 10th Report,2011,Original
campaign,33,/pdf_files/EFS_generated/PCC_11_170_6206_O_0_1.pdf,Committee to Elect Bill Quirk,"Quirk, Bill",August 10th Report,2011,Original
campaign,33,/pdf_files/EFS_generated/PCC_11_175_6206_O_0_1.pdf,Committee to Elect Bill Quirk,"Quirk, Bill",December 10th Report,2011,Original
campaign,33,/pdf_files/EFS_generated/PCC_11_182_5409_O_0_1.pdf,Committee to Elect Kelvin Robinson for DC Council,"Robinson, Kelvin",Termination Report,2011,Original
campaign,33,/pdf_files/EFS_generated/PCC_11_182_5409_A_1_1.pdf,Committee to Elect Kelvin Robinson for DC Council,"Robinson, Kelvin",Termination Report,2011,Amendment 1
campaign,33,/pdf_files/EFS_generated/PCC_11_160_5409_A_1_1.pdf,Committee to Elect Kelvin Robinson for DC Council,"Robinson, Kelvin",January 31st Report,2011,Amendment 1
campaign,33,/pdf_files/EFS_generated/PCC_11_182_5409_A_2_1.pdf,Committee to Elect Kelvin Robinson for DC Council,"Robinson, Kelvin",Termination Report,2011,Amendment 2
campaign,33,/pdf_files/EFS_generated/PCC_11_160_5409_O_0_1.pdf,Committee to Elect Kelvin Robinson for DC Council,"Robinson, Kelvin",January 31st Report,2011,Original
campaign,33,/pdf_files/EFS_generated/PCC_11_160_5459_O_0_1.pdf,Kelvin Robinson for Ward 6 Council,"Robinson, Kelvin",January 31st Report,2011,Original
campaign,34,/pdf_files/EFS_generated/PCC_11_160_5399_O_0_1.pdf,Friends of Melissa Rohan,"Rohan, Melissa",January 31st Report,2011,Original
campaign,34,/pdf_files/EFS_generated/PCC_11_160_5399_A_1_1.pdf,Friends of Melissa Rohan,"Rohan, Melissa",January 31st Report,2011,Amendment 1
campaign,34,/pdf_files/EFS_generated/PCC_11_182_5399_O_0_1.pdf,Friends of Melissa Rohan,"Rohan, Melissa",Termination Report,2011,Original
campaign,34,/pdf_files/EFS_generated/PCC_11_175_6370_O_0_1.pdf,Ross 2012,"Ross, Pete",December 10th Report,2011,Original
campaign,34,/pdf_files/EFS_generated/PCC_11_168_4552_O_0_1.pdf,Carol Schwartz 2008,"Schwartz, Carol",July 31st Report,2011,Original
campaign,34,/pdf_files/EFS_generated/PCC_11_160_4552_O_0_1.pdf,Carol Schwartz 2008,"Schwartz, Carol",January 31st Report,2011,Original
campaign,34,/pdf_files/EFS_generated/PCC_11_182_5443_O_0_1.pdf,Committee to Elect David Schwartzman,"Schwartzman, David",Termination Report,2011,Original
campaign,34,/pdf_files/EFS_generated/PCC_11_182_6153_O_0_1.pdf,Committee to Elect R. Joyce Scott,"Scott, R. Joyce",Termination Report,2011,Original
campaign,34,/pdf_files/EFS_generated/PCC_11_164_6153_O_0_1.pdf,Committee to Elect R. Joyce Scott,"Scott, R. Joyce",March 10th Report,2011,Original
campaign,34,/pdf_files/EFS_generated/PCC_11_175_6317_O_0_1.pdf,Committee to elect SS for Ward 8 Council,"Seegars, Sandra",December 10th Report,2011,Original
campaign,35,/scan_image/EFS_PDFFiles_prod/CAN_11_175_6317_A_1_1.pdf,Committee to elect SS for Ward 8 Council,"Seegars, Sandra",December 10th Report,2011,Amendment 1
campaign,35,/pdf_files/EFS_generated/PCC_11_182_6317_O_0_1.pdf,Committee to elect SS for Ward 8 Council,"Seegars, Sandra",Termination Report,2011,Original
campaign,35,/pdf_files/EFS_generated/PCC_11_175_6334_O_0_1.pdf,Shapiro 2012,"Shapiro, Peter",December 10th Report,2011,Original
campaign,35,/pdf_files/EFS_generated/PCC_11_166_6205_O_0_1.pdf,Committee to Elect Cardell Shelton,"Shelton, Cardell",June 10th Report,2011,Original
campaign,35,/pdf_files/EFS_generated/PCC_11_175_6205_O_0_1.pdf,Committee to Elect Cardell Shelton,"Shelton, Cardell",December 10th Report,2011,Original
campaign,35,/pdf_files/EFS_generated/PCC_11_164_6205_O_0_1.pdf,Committee to Elect Cardell Shelton,"Shelton, Cardell",March 10th Report,2011,Original
campaign,35,/pdf_files/EFS_generated/PCC_11_281_6205_O_0_1.pdf,Committee to Elect Cardell Shelton,"Shelton, Cardell",8 Day Pre Special Election Report,2011,Original
campaign,35,/pdf_files/EFS_generated/PCC_11_170_6205_O_0_1.pdf,Committee to Elect Cardell Shelton,"Shelton, Cardell",August 10th Report,2011,Original
campaign,35,/pdf_files/EFS_generated/PCC_11_173_6205_O_0_1.pdf,Committee to Elect Cardell Shelton,"Shelton, Cardell",October 10th Report,2011,Original
campaign,35,/pdf_files/EFS_generated/PCC_11_173_6290_O_0_1.pdf,Vote for Max 2012,"Skolnik, Max",October 10th Report,2011,Original
campaign,36,/pdf_files/EFS_generated/PCC_11_175_6290_A_1_1.pdf,Vote for Max 2012,"Skolnik, Max",December 10th Report,2011,Amendment 1
campaign,36,/pdf_files/EFS_generated/PCC_11_175_6290_O_0_1.pdf,Vote for Max 2012,"Skolnik, Max",December 10th Report,2011,Original
campaign,36,/pdf_files/EFS_generated/PCC_11_175_6290_A_2_1.pdf,Vote for Max 2012,"Skolnik, Max",December 10th Report,2011,Amendment 2
campaign,36,/pdf_files/EFS_generated/PCC_11_160_5554_O_0_1.pdf,Slover 2010,"Slover, Laura",January 31st Report,2011,Original
campaign,36,/pdf_files/EFS_generated/PCC_11_182_5554_O_0_1.pdf,Slover 2010,"Slover, Laura",Termination Report,2011,Original
campaign,36,/pdf_files/EFS_generated/PCC_11_168_9_O_0_1.pdf,Committee to Re-Elect U.S. Senator Strauss,"Strauss, Paul",July 31st Report,2011,Original
campaign,36,/pdf_files/EFS_generated/PCC_11_160_9_O_0_1.pdf,Committee to Re-Elect U.S. Senator Strauss,"Strauss, Paul",January 31st Report,2011,Original
campaign,36,/pdf_files/EFS_generated/PCC_11_168_4476_O_0_1.pdf,Re-Elect Paul Strauss 2008,"Strauss, Paul",July 31st Report,2011,Original
campaign,36,/pdf_files/EFS_generated/PCC_11_160_4476_O_0_1.pdf,Re-Elect Paul Strauss 2008,"Strauss, Paul",January 31st Report,2011,Original
campaign,36,/pdf_files/EFS_generated/PCC_11_168_3210_O_0_1.pdf,STRAUSS FOR WARD 3 COUNCIL,"Strauss, Paul",July 31st Report,2011,Original
campaign,37,/pdf_files/EFS_generated/PCC_11_160_3210_O_0_1.pdf,STRAUSS FOR WARD 3 COUNCIL,"Strauss, Paul",January 31st Report,2011,Original
campaign,37,/pdf_files/EFS_generated/PCC_11_160_5097_A_1_1.pdf,Thomas 2010,"Thomas, Harry",January 31st Report,2011,Amendment 1
campaign,37,/pdf_files/EFS_generated/PCC_11_168_5097_O_0_1.pdf,Thomas 2010,"Thomas, Harry",July 31st Report,2011,Original
campaign,37,/pdf_files/EFS_generated/PCC_11_160_5097_O_0_1.pdf,Thomas 2010,"Thomas, Harry",January 31st Report,2011,Original
campaign,37,/pdf_files/EFS_generated/PCC_11_168_5097_A_1_1.pdf,Thomas 2010,"Thomas, Harry",July 31st Report,2011,Amendment 1
campaign,37,/pdf_files/EFS_generated/PCC_11_160_5375_A_2_1.pdf,Richard Urban for DC,"Urban, Richard",January 31st Report,2011,Amendment 2
campaign,37,/pdf_files/EFS_generated/PCC_11_182_5375_A_1_1.pdf,Richard Urban for DC,"Urban, Richard",Termination Report,2011,Amendment 1
campaign,37,/pdf_files/EFS_generated/PCC_11_160_5375_A_1_1.pdf,Richard Urban for DC,"Urban, Richard",January 31st Report,2011,Amendment 1
campaign,37,/pdf_files/EFS_generated/PCC_11_182_5375_O_0_1.pdf,Richard Urban for DC,"Urban, Richard",Termination Report,2011,Original
campaign,37,/pdf_files/EFS_generated/PCC_11_160_5375_O_0_1.pdf,Richard Urban for DC,"Urban, Richard",January 31st Report,2011,Original
campaign,38,/pdf_files/EFS_generated/PCC_11_182_5437_O_0_1.pdf,Monica Warren-Jones for School Board,"Warren Jones, Monica",Termination Report,2011,Original
campaign,38,/pdf_files/EFS_generated/PCC_11_182_5425_O_0_1.pdf,Weaver Ward One,"Weaver, Bryan",Termination Report,2011,Original
campaign,38,/pdf_files/EFS_generated/PCC_11_182_6114_O_0_1.pdf,Weaver for DC,"Weaver, Bryan",Termination Report,2011,Original
campaign,38,/pdf_files/EFS_generated/PCC_11_164_6114_O_0_1.pdf,Weaver for DC,"Weaver, Bryan",March 10th Report,2011,Original
campaign,38,/pdf_files/EFS_generated/PCC_11_164_6114_A_1_1.pdf,Weaver for DC,"Weaver, Bryan",March 10th Report,2011,Amendment 1
campaign,38,/pdf_files/EFS_generated/PCC_11_281_6114_O_0_1.pdf,Weaver for DC,"Weaver, Bryan",8 Day Pre Special Election Report,2011,Original
campaign,38,/pdf_files/EFS_generated/PCC_11_170_6179_O_0_1.pdf,Trayon White for Ward 8 SBOE,"White, Trayon",August 10th Report,2011,Original
campaign,38,/pdf_files/EFS_generated/PCC_11_173_6179_O_0_1.pdf,Trayon White for Ward 8 SBOE,"White, Trayon",October 10th Report,2011,Original
campaign,38,/pdf_files/EFS_generated/PCC_11_175_6179_O_0_1.pdf,Trayon White for Ward 8 SBOE,"White, Trayon",December 10th Report,2011,Original
